City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,enewetak,11.3474,162.3373,26.91,79,45,10.55,MH,1738416998
362,kenora,49.8167,-94.4337,-19.46,71,100,4.63,CA,1738416999
363,ciechanow,52.8814,20.62,3.6,70,99,4.9,PL,1738416832
364,jatara,25.0167,79.05,21.59,26,0,2.45,IN,1738417001
365,nago,26.5881,127.9761,18.61,96,91,4.9,JP,1738417002
366,santa terezinha,-29.9002,-50.0904,25.03,75,9,2.88,BR,1738417003
367,el granada,37.5027,-122.4694,12.99,95,100,4.12,US,1738416708
368,bulgan,48.8125,103.5347,-22.03,88,4,2.47,MN,1738417006
369,howrah,22.5892,88.3103,25.0,83,75,1.54,IN,1738417007
370,rio branco,-9.9747,-67.81,26.34,89,75,3.09,BR,1738416901
371,ulladulla,-35.35,150.4667,18.52,93,12,2.07,AU,1738417010
372,hermanus,-34.4187,19.2345,25.45,72,10,5.99,ZA,1738417011
373,qarazhal,48.0078,70.7903,-9.62,95,95,4.18,KZ,1738417012
374,doctor arroyo,23.6667,-100.1833,8.14,59,14,1.53,MX,1738417013
375,hirara,24.8,125.2833,19.15,100,75,1.54,JP,1738417014
376,sitka,57.0531,-135.33,-6.06,35,0,9.77,US,1738417015
377,huanggang,23.677,116.9996,16.27,85,61,3.98,CN,1738417017
378,polyarnyy,69.1989,33.4478,-2.11,87,94,7.37,RU,1738417018
379,usogorsk,63.4106,48.6872,-3.93,95,89,1.01,RU,1738417019
380,gadzhiyevo,69.2551,33.3362,-1.55,86,100,7.83,RU,1738417020
381,codrington,-38.2667,141.9667,16.85,88,0,2.34,AU,1738417021
382,gereshk,31.8209,64.5701,9.74,30,0,1.97,AF,1738417024
383,saint-leu,-21.15,55.2833,30.48,96,89,6.8,RE,1738417025
384,giyani,-23.3025,30.7187,32.59,48,72,4.05,ZA,1738417026
385,yambio,4.5721,28.3955,36.35,14,5,1.92,SS,1738417027
386,batesville,35.7698,-91.641,7.82,89,100,2.36,US,1738416775
387,bonthe,7.5264,-12.505,32.97,44,100,2.72,SL,1738417029
388,adilcevaz,38.8039,42.7342,-1.75,59,0,0.8,TR,1738417031
389,malango,-2.9627,119.9001,19.1,92,100,1.47,ID,1738417032
390,konarka,19.9,86.1167,24.6,81,27,4.79,IN,1738417033
391,cizre,37.3272,42.1903,17.56,12,0,5.14,TR,1738417034
392,penhalonga,-18.8911,32.6978,25.92,47,100,2.81,ZW,1738417035
393,phang nga,8.4509,98.5298,22.58,74,100,0.96,TH,1738417037
394,arteche,12.2645,125.4048,25.34,93,100,2.22,PH,1738417039
395,luderitz,-26.6481,15.1594,21.89,63,98,9.73,NA,1738417040
396,kruisfontein,-34.0033,24.7314,24.97,55,4,5.72,ZA,1738417042
397,mamuju,-2.6748,118.8885,25.98,89,100,2.61,ID,1738417043
398,uaua,-9.8414,-39.4817,31.52,36,66,3.22,BR,1738417044
399,yorkton,51.2167,-102.4677,-14.09,78,100,6.69,CA,1738417046
400,shtime,42.4331,21.0397,12.72,71,20,0.51,XK,1738417047
401,ad dilam,23.9915,47.1627,20.43,16,0,2.12,SA,1738417049
402,hluti,-27.2167,31.6167,28.17,67,39,2.8,SZ,1738417050
403,kamloops,50.6665,-120.3192,-1.45,59,100,6.69,CA,1738417052
404,rijau,11.103,5.2507,35.35,11,91,0.65,NG,1738417053
405,mahriz,31.5917,54.4318,6.9,28,0,2.59,IR,1738417054
406,notodden,59.5594,9.2585,-2.36,80,0,1.03,NO,1738416890
407,revda,56.801,59.9303,-0.16,96,100,3.43,RU,1738417056
408,kaiapoi,-43.3783,172.6401,16.15,91,100,3.6,NZ,1738417058
409,punta arenas,-53.15,-70.9167,14.06,58,0,7.72,CL,1738417059
410,beitbridge,-22.2167,30.0,35.65,35,45,8.11,ZW,1738417061
411,nuku'alofa,-21.1333,-175.2,23.19,100,100,0.51,TO,1738417062
412,funafuti,-8.5243,179.1942,29.0,74,40,4.12,TV,1738417063
413,scottburgh,-30.2867,30.7532,24.45,84,99,5.24,ZA,1738417064
414,kerikeri,-35.2268,173.9474,16.43,95,56,1.26,NZ,1738417065
415,juneau,58.3019,-134.4197,-11.99,100,4,3.9,US,1738416774
416,vanimo,-2.6741,141.3028,26.04,88,100,1.83,PG,1738417068
417,sao joao da barra,-21.6403,-41.0511,32.05,81,84,6.11,BR,1738417069
418,hepo,23.4308,115.8299,18.54,91,70,1.14,CN,1738417070
419,kudymkar,59.0173,54.656,0.38,98,100,3.57,RU,1738417071
420,vila franca do campo,37.7167,-25.4333,18.27,99,100,4.61,PT,1738417072
421,seybaplaya,19.65,-90.6667,23.7,87,15,4.06,MX,1738417074
422,san fernando del valle de catamarca,-28.4696,-65.7852,32.65,46,0,2.24,AR,1738416883
423,slave lake,55.2834,-114.769,-25.01,77,100,5.14,CA,1738417076
424,matoury,4.8483,-52.3317,28.98,65,75,7.72,GF,1738417077
425,estreito,-5.7833,-43.25,28.65,71,57,1.37,BR,1738417078
426,ahar,38.4774,47.0699,4.05,57,56,2.5,IR,1738417080
427,vic-en-bigorre,43.3833,0.05,7.15,78,71,2.49,FR,1738417081
428,thames,-37.1333,175.5333,15.94,97,13,1.07,NZ,1738417082
429,jabor,5.921,169.6434,27.31,81,99,8.99,MH,1738417083
430,dazhou,31.2159,107.5009,7.4,91,100,1.61,CN,1738417084
431,diego de almagro,-26.3667,-70.05,23.42,37,0,2.39,CL,1738417085
432,saudarkrokur,65.7461,-19.6394,3.6,69,25,13.84,IS,1738417087
433,yongchuan,29.3514,105.8947,8.69,92,100,0.81,CN,1738417088
434,kota bharu,6.1333,102.2386,23.97,88,20,0.51,MY,1738417089
435,beau vallon,-20.4189,57.6953,29.13,84,75,5.66,MU,1738417090
436,ar ruways,24.1103,52.7306,18.55,72,0,4.52,AE,1738417091
437,novokayakent,42.3937,47.9861,6.83,81,88,2.73,RU,1738417092
438,gasa,31.5,34.4667,17.48,56,0,4.39,PS,1738417094
439,sultanah,24.4926,39.5857,26.25,19,0,4.12,SA,1738417095
440,ormond-by-the-sea,29.3491,-81.0665,18.38,77,100,3.6,US,1738417096
441,bay harbor,30.1471,-85.6146,11.08,92,0,2.06,US,1738417097
442,hit,33.6416,42.8251,17.21,25,0,5.31,IQ,1738417098
443,kingston,17.997,-76.7936,26.76,74,20,4.63,JM,1738416530
444,qusmuryn,52.4503,64.6311,-1.44,92,99,3.05,KZ,1738417101
445,kaliganj,23.4095,89.1402,23.35,36,0,3.22,BD,1738417103
446,muzo,5.5353,-74.1078,25.2,68,97,1.24,CO,1738417104
447,jaragua,-15.7569,-49.3344,23.88,80,100,2.77,BR,1738417105
448,port blair,11.6667,92.75,27.02,74,40,1.03,IN,1738417107
449,mugia,43.1041,-9.2179,13.28,94,100,2.22,ES,1738417108
450,harstad,68.799,16.5293,1.75,71,94,2.24,NO,1738417109
451,jalai nur,49.45,117.7,-30.3,97,13,2.19,CN,1738417111
452,souillac,-20.5167,57.5167,29.21,84,75,5.66,MU,1738417112
453,filey,54.21,-0.2892,5.53,31,100,1.79,GB,1738417113
454,macapa,0.0389,-51.0664,24.99,94,100,2.57,BR,1738416814
455,bonga,7.2833,36.2333,21.66,62,75,1.15,ET,1738417115
456,zhovti vody,48.3473,33.5003,5.48,90,100,4.83,UA,1738417117
457,paraparaumu,-40.9167,175.0167,16.09,94,100,1.3,NZ,1738416914
458,smithers,54.7804,-127.1743,-13.82,56,100,6.17,CA,1738417119
459,carbonear,47.7332,-53.2148,-5.98,76,100,5.11,CA,1738417121
460,ulimang,7.6242,134.6421,27.76,73,100,9.39,PW,1738417122
461,hwado,37.6525,127.3075,-2.51,93,12,0.99,KR,1738417123
462,mastung,29.7994,66.845,5.82,50,0,1.52,PK,1738417124
463,bakanas,44.8081,76.2772,-4.49,84,100,2.35,KZ,1738417125
464,bolkhov,53.4433,36.0044,3.6,67,100,4.71,RU,1738417127
465,la sarre,48.8002,-79.1996,-30.52,99,8,1.98,CA,1738417128
466,raja,8.4596,25.678,34.43,13,15,3.35,SS,1738417129
467,coaticook,45.1334,-71.7991,-16.63,94,99,3.98,CA,1738417031
468,queenstown,-31.8976,26.8753,33.91,13,2,5.39,ZA,1738417132
469,primero de enero,21.9469,-78.4283,25.98,77,27,3.51,CU,1738417133
470,vorgashor,67.5833,63.95,-18.98,94,95,2.64,RU,1738417134
471,illizi,26.4833,8.4667,22.66,12,43,6.68,DZ,1738417135
472,svit,49.0601,20.2069,3.83,56,20,3.09,SK,1738417136
473,east tamworth,-31.0894,150.9436,21.77,60,1,6.17,AU,1738417138
474,dubovskoye,47.4092,42.7575,5.62,63,100,3.94,RU,1738417139
475,khovd,48.0056,91.6419,-19.81,81,63,2.36,MN,1738417140
476,hami,42.8,93.45,-4.01,63,89,3.3,CN,1738417142
477,cockburn town,21.4612,-71.1419,25.15,85,0,8.3,TC,1738417143
478,sanibel,26.449,-82.0223,20.56,96,15,1.79,US,1738417144
479,karkira,36.9292,6.5856,12.11,83,100,1.13,DZ,1738417145
480,wayne,42.2506,-83.2833,-5.5,76,75,5.14,US,1738416869
481,inyonga,-6.7167,32.0667,24.35,74,70,1.12,TZ,1738417148
482,nahiyat ash shinafiyah,31.5874,44.6602,19.09,21,7,5.9,IQ,1738417149
483,menongue,-14.6585,17.691,22.49,80,100,1.87,AO,1738417150
484,vegreville,53.5001,-112.0518,-15.97,85,100,5.14,CA,1738417153
485,mhamid,29.82,-5.72,16.28,23,0,4.28,MA,1738417154
486,glenwood springs,39.5505,-107.3248,0.75,55,100,0.89,US,1738417155
487,sretensk,52.2453,117.7093,-26.3,99,99,0.8,RU,1738417156
488,beihai,21.4833,109.1,19.29,86,87,1.9,CN,1738417159
489,cururupu,-1.8283,-44.8683,27.84,76,95,1.74,BR,1738417160
490,rondonopolis,-16.4708,-54.6356,26.14,81,90,1.54,BR,1738417149
491,santiago de cao,-7.9589,-79.2392,19.07,94,75,3.6,PE,1738417162
492,keflavik,64.0049,-22.5624,4.24,87,40,7.72,IS,1738417164
493,corner brook,48.9667,-57.9484,-9.24,83,100,3.81,CA,1738417039
494,tosontsengel,48.7567,98.2839,-26.86,100,85,0.39,MN,1738417166
495,banda aceh,5.5577,95.3222,25.29,77,95,5.27,ID,1738417167
496,lisala,2.15,21.5167,37.9,14,44,1.64,CD,1738417168
497,lianyuan,27.6883,111.6642,5.15,86,100,1.53,CN,1738417169
498,puerto aysen,-45.4,-72.7,13.89,76,3,1.89,CL,1738417171
499,kindu,-2.95,25.95,34.2,33,76,0.8,CD,1738417172
500,abancay,-13.6339,-72.8814,15.34,84,100,1.9,PE,1738417173
501,barbastro,42.0356,0.1269,9.27,46,74,1.78,ES,1738417174
502,port hedland,-20.3167,118.5667,31.03,89,38,3.6,AU,1738417175
503,devils lake,48.1128,-98.8651,-10.01,78,0,8.23,US,1738417178
504,chilpancingo,17.55,-99.5,18.2,61,0,1.42,MX,1738417086
505,goz beida,13.95,20.55,33.95,9,4,0.62,TD,1738417181
506,bako,5.7833,36.5667,28.08,31,36,1.75,ET,1738417183
507,marquette,46.5333,-87.6335,-10.37,80,97,0.62,US,1738417184
508,aleg,17.0481,-13.9209,28.89,7,0,7.53,MR,1738417185
509,ixtapa,20.7,-105.2,16.24,100,0,1.03,MX,1738417187
510,taoudenni,22.6783,-3.9836,20.81,18,0,6.74,ML,1738417188
511,christchurch,-43.5333,172.6333,16.06,83,100,3.6,NZ,1738416721
512,alofi,-19.0595,-169.9187,25.94,89,20,2.06,NU,1738417190
513,lionel town,17.8101,-77.2406,27.11,65,0,3.43,JM,1738417191
514,conceicao da barra,-18.5933,-39.7322,29.16,68,100,4.45,BR,1738417193
515,awjilah,29.1081,21.2869,20.73,27,100,5.37,LY,1738417194
516,prince george,53.9166,-122.753,-21.88,80,0,2.57,CA,1738417195
517,wynyard,-41.0,145.7167,15.14,77,47,4.61,AU,1738417196
518,kavieng,-2.5744,150.7967,28.61,78,100,5.9,PG,1738417198
519,belen,36.4891,36.2233,15.08,63,0,7.72,TR,1738417199
520,poso,-1.3959,120.7524,24.99,89,100,1.4,ID,1738417200
521,manay,7.215,126.5397,23.63,91,100,2.46,PH,1738417201
522,siwa oasis,29.2041,25.5195,19.45,41,100,3.33,EG,1738417202
523,sergeyevka,53.88,67.4158,-1.62,96,100,4.3,KZ,1738417204
524,saldanha,-33.0117,17.9442,20.67,78,36,7.21,ZA,1738417205
525,camana,-16.6228,-72.7111,23.02,81,100,3.2,PE,1738417206
526,nasiriyah,31.0521,46.261,18.67,17,0,4.77,IQ,1738417207
527,crane,31.3974,-102.3501,8.19,26,0,3.16,US,1738417208
528,valderice,38.0401,12.6151,15.5,72,40,8.75,IT,1738417210
529,buala,-8.145,159.5921,27.15,78,100,4.1,SB,1738417211
530,remire-montjoly,4.9167,-52.2667,29.02,65,75,7.72,GF,1738417212
531,suhbaatar,50.2314,106.2078,-29.09,100,62,0.79,MN,1738417213
532,monster,52.0258,4.175,7.77,67,0,3.6,NL,1738417110
533,marsh harbour,26.5412,-77.0636,23.29,77,100,3.41,BS,1738417216
534,karatsu,33.4425,129.9697,6.62,34,100,3.58,JP,1738417217
535,egilsstadir,65.2653,-14.3948,8.95,61,75,9.26,IS,1738417218
536,coxen hole,16.3244,-86.5366,25.85,89,3,7.55,HN,1738417219
537,soio,-6.1349,12.3689,28.92,71,94,4.37,AO,1738417220
538,labytnangi,66.6572,66.4183,-18.86,97,100,5.25,RU,1738417222
539,camlachie,43.036,-82.1616,-7.31,87,100,2.57,CA,1738417223
540,clearwater,27.9659,-82.8001,18.28,77,100,4.47,US,1738416988
541,essaouira,31.5125,-9.77,20.72,24,22,5.66,MA,1738417116
542,kogalym,62.2654,74.4791,-17.35,97,91,3.8,RU,1738417226
543,chinchilla,-26.75,150.6333,23.9,75,99,1.34,AU,1738417227
544,namibe,-15.1961,12.1522,23.47,74,100,4.23,AO,1738417229
545,san jose,37.3394,-121.895,13.81,85,100,3.6,US,1738417230
546,cambria,35.5641,-121.0808,11.14,86,98,1.3,US,1738417231
547,shenjiamen,29.9576,122.298,8.4,93,100,6.63,CN,1738417232
548,sisimiut,66.9395,-53.6735,-16.13,95,100,5.21,GL,1738417233
549,kampong thom,12.7111,104.8887,23.8,46,49,1.29,KH,1738417236
550,yeppoon,-23.1333,150.7333,25.48,84,100,10.8,AU,1738417237
551,vernon,50.2581,-119.2691,1.74,51,29,2.06,CA,1738417238
552,muhos,64.808,25.9931,-7.24,97,54,1.75,FI,1738417239
553,khandyga,62.6667,135.6,-41.81,100,100,0.44,RU,1738417241
554,kijang,35.2442,129.2139,4.85,81,100,5.61,KR,1738417242
555,autazes,-3.5797,-59.1306,27.9,85,74,0.74,BR,1738417243
556,tsaratanana,-16.7833,47.65,29.89,72,55,3.06,MG,1738417245
557,san carlos de bariloche,-41.1456,-71.3082,14.86,58,0,1.03,AR,1738416988
558,lake munmorah,-33.1936,151.5719,22.67,81,68,0.89,AU,1738417247
559,imbituba,-28.24,-48.6703,24.02,76,99,1.82,BR,1738417249
560,brooks,50.5834,-111.8851,-9.01,92,100,3.6,CA,1738417251
561,askoy,60.4092,5.226,4.16,70,75,5.14,NO,1738417252
562,tomatlan,19.9333,-105.25,16.83,49,47,1.0,MX,1738417253
563,aykhal,66.0,111.5,-30.23,100,100,3.33,RU,1738417254
564,carlsbad,33.1581,-117.3506,10.74,89,0,1.34,US,1738417255
565,cova figueira,14.8905,-24.2934,17.29,57,0,9.36,CV,1738417256
566,obock,12.25,43.0833,22.0,54,99,8.06,DJ,1738417258
567,byron bay,-28.65,153.6167,22.39,74,100,3.9,AU,1738417259
568,middelburg,-25.7751,29.4648,29.85,36,48,2.38,ZA,1738417260
569,lambunao,11.0556,122.4759,24.45,84,55,3.0,PH,1738417261
570,lieksa,63.3167,30.0167,-6.32,98,96,1.06,FI,1738417262
571,la'ie,21.6477,-157.9253,22.66,88,5,4.01,US,1738417264
572,ha'il,27.5219,41.6907,16.01,25,0,6.17,SA,1738417265
573,santa eularia des riu,38.9846,1.5341,13.95,74,40,1.54,ES,1738417266
574,buon ma thuot,12.6667,108.05,19.87,61,87,2.36,VN,1738417267
575,floro,61.5996,5.0328,3.98,70,40,6.17,NO,1738417270
576,mount pearl,47.5166,-52.7813,-5.86,81,100,3.6,CA,1738417271
577,shingu,33.7333,135.9833,5.65,94,100,2.81,JP,1738417272
578,baoro,5.6667,15.9667,35.78,11,100,3.25,CF,1738417274
579,sao felix do xingu,-6.6447,-51.995,28.03,73,27,0.89,BR,1738417277
580,cherepovets,59.1333,37.9,1.9,100,100,4.0,RU,1738417278
581,qaisumah,28.3112,46.1273,19.98,15,0,2.57,SA,1738417279
582,bulungu,-4.55,18.6,34.66,34,27,1.47,CD,1738417280
583,shippensburg,40.0507,-77.5203,-2.36,73,9,6.88,US,1738417282
584,jocotepec,20.3,-103.4333,5.3,63,1,1.08,MX,1738417283
585,teotitlan,18.1319,-97.0767,17.59,90,80,1.41,MX,1738417284
586,penon blanco,24.7897,-104.0369,6.52,18,1,1.81,MX,1738417285
587,at taraf,25.3628,49.725,23.3,18,0,1.17,SA,1738417286
588,antofagasta,-23.65,-70.4,21.6,71,57,2.83,CL,1738417123
589,ko pha ngan,9.7578,100.0291,23.38,65,72,3.96,TH,1738417289
590,imperial,33.0334,-115.4175,7.1,52,60,1.08,US,1738417230
